state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
bihar,begusarai,undifferentiated fever,0,0,2025-02-18,2025-02-18,"cases were reported from village ghaghra, sub-district bakhri, district begusarai. cases presented with fever with rash. age group of the affected cases was 1-44 years. eight blood samples were collected and sent to aiims, patna. all the samples were negative for measles igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. vitamin a solution was given to susceptible. community awareness and health education given by peripheral team on vaccination, hygiene and sanitation.",nan,2025,2,8
kerala,malappuram,hepatitis,0,0,2025-02-18,2025-02-18,"cases were reported from uphc malappuram (panakad), village: malappuram, sub-district: ernad, district: malappuram. cases presented with jaundice. two blood samples were sent to ph lab malappuram, both were positive for hav igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
jharkhand,hazaribagh,chickenpox,0,0,2025-02-18,2025-02-18,"cases were reported from village amnari, sub-district ichak, district hazaribagh. cases presented with fever with rash. age group of the affected cases was 9-45 years. ten blood samples were collected and sent to dphl dumka, out of which 8 samples were positive for varicella zoster igm by elisa. district rrt investigated the outbreak. cases treated symptomatically. community awareness and health education given by peripheral team on hygiene and sanitation.",nan,2025,2,8
odisha,sambalpur,acute diarrheal disease,0,0,2025-02-18,2025-02-18,"cases were reported from village: gambharkata, sub-district: sadar, district: sambalpur. cases presented with loose motion and vomiting. the most affected age group was 15-44 years. two rectal swabs and 5 water samples were collected & sent to dphl sambalpur. water samples were found to be positive for h2s and no entero-pathogenic organism was found in rectal swabs. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
meghalaya,southwestgarohills,chickenpox,0,0,2025-02-18,2025-02-18,"cases were reported from chondon nokat village under belbari phc, betasing block. cases presented with fever and maculopapular rashes. the affected age group was 2-12 years. five blood samples were sent to icmr- rmrc, dibrugarh, assam. four samples tested positive for varicella-zoster virus (chickenpox) igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
gujarat,gandhinagar,food poisoning,0,0,2025-02-17,2025-02-17,"cases were reported from a hostel under uphc koba, district: gandhinagar. cases presented with acute diarrhea, stomach pain & vomiting after consumption of food from a common place. the affected age group was 15-44 years. water sample was sent to gmers gandhinagar, which showed 92 mpn/100ml on analysis. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
odisha,malkangiri,food poisoning,0,0,2025-02-17,2025-02-17,"cases were reported from chc pandripani, sub-district: malkangiri, district: malkangiri. cases presented with loose motion and vomiting after consumption of ffod from a common kitchen. the affected cases were less than 15 years of age. two rectal swabs and 2 water samples were collected & sent to dphl malkangiri. water samples were found to be negative for h2s and no entero-pathogenic organism was found in rectal swabs. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
kerala,kottayam,mumps,0,0,2025-02-17,2025-02-17,"cases were reported from a school in village: poovarany, fhc meenachil, sub-district: meenachil, district: kottayam. cases presented with fever, swelling of parotid gland and ear pain. the affected cases were in the age group of 4-5 years. all cases were diagnosed clinically. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
tamil nadu,karur,chikungunya,0,0,2025-02-17,2025-02-17,"cases were reported from panjapatti chc, krishnarayapuram mmu, village: kambaliyampatti, sub-district: krishnarayapuram, district: karur. cases presented with fever with joint pain. seven blood samples were sent to dphl, karur, out of which 3 were positive for chikungunya igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
tamil nadu,virudhunagar,acute diarrheal disease,0,0,2025-02-17,2025-02-17,"cases were reported from w.pudupatti phc, village: christianpettai, sub-district: watrap, district: virudhunagar. cases presented with stomach pain with loose motion. most of the affected cases were more than 15 years of age. five serum samples were sent to dphl virudhunagar, all were negative for any entero-pathogen. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
assam,nalbari,chickenpox,0,0,2025-02-17,2025-02-17,"cases were reported from balikaria kharjara area under nalbari urban, village: balikoria kharjara, sub-district: nalbari, district: nalbari. cases presented with fever with rash. the affected age group was 1-35 years. two blood samples were sent to dphl nalbari, both were positive for chickenpox igm by elisa. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
tamil nadu,salem,chickenpox,0,0,2025-02-17,2025-02-17,"cases were reported from belur chc, village: vallapadi, sub-district: vazhapadi, district: salem. cases presented with fever with vesicles. most of the affected cases were more than 15 years of age. seven blood samples were sent to kings institute, guindy, out of which 5 were positive for vzv igm by elisa & rtpcr. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
odisha,cuttack,food poisoning,0,0,2025-02-17,2025-02-17,"cases were reported from sdh banki, village: baideswarpatna, sub-district: banki, district: cuttack. cases presented with loose motion and vomiting after consumption of food during a village feast held on 16.02.25. the most affected age group was15-44 years. two rectal swabs and 5 water samples were collected & sent to dphl cuttack. water samples were found to be positive for h2s and no entero- pathogenic organism was found in rectal swabs. district rrt investigated the outbreak. community awareness and health education given by peripheral team on control measures, hygiene and sanitation.",nan,2025,2,8
